Name,aphia,scientificname,proposedaphia,comment
Sphaeroidinellopsis paenedehiscens,735155,Sphaeroidinellopsis paenedehiscens,NA,NA
Tenuitella gemma,735157,Tenuitella gemma,NA,NA
Tenuitella insolita,735158,Tenuitella insolita,NA,NA
Catapsydrax cf. dissimilis,735159,Catapsydrax dissimilis,NA,NA
Catapsydrax dissimilis,735159,Catapsydrax dissimilis,NA,NA
"Catapsydrax dissimilis, Magnesium Calcium ratio",735159,Catapsydrax dissimilis,NA,NA
"Catapsydrax dissimilis, δ13C",735159,Catapsydrax dissimilis,NA,NA
"Catapsydrax dissimilis, δ18O",735159,Catapsydrax dissimilis,NA,NA
Catapsydrax echinatus,735160,Catapsydrax echinatus,NA,NA
Catapsydrax martini,735161,Catapsydrax martini,NA,NA
Catapsydrax cf. parvulus,735162,Catapsydrax parvulus,NA,NA
Catapsydrax parvulus,735162,Catapsydrax parvulus,NA,NA
Catapsydrax cf. stainforthi,735163,Catapsydrax stainforthi,NA,NA
Catapsydrax stainforthi,735163,Catapsydrax stainforthi,NA,NA
Catapsydrax unicavus,735164,Catapsydrax unicavus,NA,NA
Globoquadrina altispira,735165,Globoquadrina altispira,NA,NA
Globoquadrina cf. dehiscens,735166,Globoquadrina dehiscens,NA,NA
Globoquadrina dehiscens,735166,Globoquadrina dehiscens,NA,NA
Globoquadrina langhiana,735167,Globoquadrina langhiana,NA,NA
Globoquadrina larmeui,735168,Globoquadrina larmeui,NA,NA
Globoquadrina tripartita,735169,Globoquadrina tripartita,NA,NA
Globorotaloides cf. suteri,735171,Globorotaloides suteri,NA,NA
Globorotaloides suteri,735171,Globorotaloides suteri,NA,NA
Globoconusa daubjergensis,735174,Globoconusa daubjergensis,NA,NA
Fohsella peripheroacuta,735176,Fohsella peripheroacuta,NA,NA
Fohsella peripheroronda,735177,Fohsella peripheroronda,NA,NA
Globorotalia aculeata,735178,Globorotalia aculeata,NA,NA
Globorotalia centralis,735180,Globorotalia centralis,NA,NA
Globorotalia challengeri,735181,Globorotalia challengeri,NA,NA
Globorotalia conica,735182,Globorotalia conica,NA,NA
Globorotalia crassaconica,735184,Globorotalia crassaconica,NA,NA
Globorotalia crozetensis,735185,Globorotalia crozetensis,NA,NA
Globorotalia explicationis,735186,Globorotalia explicationis,NA,NA
Globorotalia incognita,735187,Globorotalia incognita,NA,NA
Globorotalia increbescens,735188,Globorotalia increbescens,NA,NA
Globorotalia aff. juanai,735189,Globorotalia juanai,NA,NA
Globorotalia cf. juanai,735189,Globorotalia juanai,NA,NA
Globorotalia juanai,735189,Globorotalia juanai,NA,NA
Globorotalia sp. cf. G. juanai,735189,Globorotalia juanai,NA,NA
Globorotalia aff. margaritae,735191,Globorotalia margaritae,NA,NA
Globorotalia cf. margaritae,735191,Globorotalia margaritae,NA,NA
Globorotalia margaritae,735191,Globorotalia margaritae,NA,NA
Globorotalia minutissima,735192,Globorotalia minutissima,NA,NA
Globorotalia miotumida,735193,Globorotalia miotumida,NA,NA
Globorotalia cf. miozea,735194,Globorotalia miozea,NA,NA
Globorotalia miozea,735194,Globorotalia miozea,NA,NA
Globorotalia miozea group,735194,Globorotalia miozea,NA,NA
Globorotalia mons,735195,Globorotalia mons,NA,NA
Globorotalia munda,735196,Globorotalia munda,NA,NA
Globorotalia cf. opima,735197,Globorotalia opima,NA,NA
Globorotalia opima,735197,Globorotalia opima,NA,NA
Globorotalia cf. panda,735198,Globorotalia panda,NA,NA
Globorotalia panda,735198,Globorotalia panda,NA,NA
Globorotalia cf. pliozea,735200,Globorotalia pliozea,NA,NA
Globorotalia pliozea,735200,Globorotalia pliozea,NA,NA
Globorotalia praehirsuta,735201,Globorotalia praehirsuta,NA,NA
Globorotalia cf. praemenardii,735202,Globorotalia praemenardii,NA,NA
Globorotalia praemenardii,735202,Globorotalia praemenardii,NA,NA
Globorotalia cf. praescitula,735203,Globorotalia praescitula,NA,NA
Globorotalia praescitula,735203,Globorotalia praescitula,NA,NA
"Globorotalia praescitula, δ13C",735203,Globorotalia praescitula,NA,NA
"Globorotalia praescitula, δ18O",735203,Globorotalia praescitula,NA,NA
Globorotalia pseudobulloides,735204,Globorotalia pseudobulloides,NA,NA
Globorotalia aff. puncticulata,735205,Globorotalia puncticulata,NA,NA
Globorotalia cf. puncticulata,735205,Globorotalia puncticulata,NA,NA
Globorotalia puncticuloides,735206,Globorotalia puncticuloides,NA,NA
Globorotalia cf. sphericomiozea,735207,Globorotalia sphericomiozea,NA,NA
Globorotalia sphericomiozea,735207,Globorotalia sphericomiozea,NA,NA
Globorotalia subconomiozea,735208,Globorotalia subconomiozea,NA,NA
Globorotalia cf. tosaensis,735209,Globorotalia tosaensis,NA,NA
Globorotalia sp. cf. G. tosaensis,735209,Globorotalia tosaensis,NA,NA
Globorotalia tosaensis,735209,Globorotalia tosaensis,NA,NA
Globorotalia cf. zealandica,735210,Globorotalia zealandica,NA,NA
Globorotalia zealandica,735210,Globorotalia zealandica,NA,NA
Globorotalia zealandica group,735210,Globorotalia zealandica,NA,NA
"Globorotalia zealandica, δ13C",735210,Globorotalia zealandica,NA,NA
"Globorotalia zealandica, δ18O",735210,Globorotalia zealandica,NA,NA
Neogloboquadrina acostaensis,735211,Neogloboquadrina acostaensis,NA,NA
Neogloboquadrina cf. acostaensis,735211,Neogloboquadrina acostaensis,NA,NA
Neogloboquadrina aff. humerosa,735212,Neogloboquadrina humerosa,NA,NA
Neogloboquadrina cf. humerosa,735212,Neogloboquadrina humerosa,NA,NA
Neogloboquadrina humerosa,735212,Neogloboquadrina humerosa,NA,NA
Paragloborotalia bella,735214,Paragloborotalia bella,NA,NA
"Paragloborotalia bella, Magnesium/Calcium ratio",735214,Paragloborotalia bella,NA,NA
"Paragloborotalia bella, δ13C",735214,Paragloborotalia bella,NA,NA
"Paragloborotalia bella, δ18O",735214,Paragloborotalia bella,NA,NA
Paragloborotalia aff. continuosa,735215,Paragloborotalia continuosa,NA,NA
Paragloborotalia continuosa,735215,Paragloborotalia continuosa,NA,NA
Paragloborotalia cf. nana,735217,Paragloborotalia nana,NA,NA
Paragloborotalia nana,735217,Paragloborotalia nana,NA,NA
Paragloborotalia pseudocontinuosa,735219,Paragloborotalia pseudocontinuosa,NA,NA
Paragloborotalia semivera,735220,Paragloborotalia semivera,NA,NA
Planorotalites australiformis,735221,Planorotalites australiformis,NA,NA
Planorotalites pseudomenardii,735223,Planorotalites pseudomenardii,NA,NA
Planorotalites pseudoscitula,735224,Planorotalites pseudoscitula,NA,NA
Planorotalites renzi,735225,Planorotalites renzi,NA,NA
Turborotalia griffinae,735226,Turborotalia griffinae,NA,NA
Turborotalia praecentralis,735227,Turborotalia praecentralis,NA,NA
Pulleniatina primalis,735229,Pulleniatina primalis,NA,NA
Acarinina convexa,735232,Acarinina convexa,NA,NA
Acarinina cuneicamerata,735233,Acarinina cuneicamerata,NA,NA
Acarinina cf. esnaensis,735234,Acarinina esnaensis,NA,NA
Acarinina esnaensis,735234,Acarinina esnaensis,NA,NA
Acarinina mckannai,735235,Acarinina mckannai,NA,NA
Acarinina soldadoensis,735236,Acarinina soldadoensis,NA,NA
Acarinina spinuloinflata,735237,Acarinina spinuloinflata,NA,NA
Globigerapsis index,735239,Globigerapsis index,NA,NA
Globigerapsis semiinvoluta,735240,Globigerapsis semiinvoluta,NA,NA
Morozovella acuta,735241,Morozovella acuta,NA,NA
Morozovella aequa,735242,Morozovella aequa,NA,NA
Morozovella angulata,735243,Morozovella angulata,NA,NA
Morozovella apanthesma,735244,Morozovella apanthesma,NA,NA
Morozovella gracilis,735247,Morozovella gracilis,NA,NA
Morozovella velascoensis,735248,Morozovella velascoensis,NA,NA
Pseudogloboquadrina primitiva,735249,Pseudogloboquadrina primitiva,NA,NA
Testacarinata inconspicua,735250,Testacarinata inconspicua,NA,NA
Truncorotaloides pseudotopilensis,735253,Truncorotaloides pseudotopilensis,NA,NA
Truncorotaloides topilensis,735254,Truncorotaloides topilensis,NA,NA
Dicarinella canaliculata,735255,Dicarinella canaliculata,NA,NA
Globotruncana cretacea,735256,Globotruncana cretacea,NA,NA
Globotruncanella havanensis,735259,Globotruncanella havanensis,NA,NA
Globotruncanita cf. stuarti,735261,Globotruncanita stuarti,NA,NA
Globotruncanita stuarti,735261,Globotruncanita stuarti,NA,NA
Rugotruncana circumnodifer,735262,Rugotruncana circumnodifer,NA,NA
Rugoglobigerina macrocephala,735263,Rugoglobigerina macrocephala,NA,NA
Rugoglobigerina milamensis,735264,Rugoglobigerina milamensis,NA,NA
Rugoglobigerina pennyi,735265,Rugoglobigerina pennyi,NA,NA
Rugoglobigerina rotundata,735268,Rugoglobigerina rotundata,NA,NA
Rugoglobigerina rugosa,735269,Rugoglobigerina rugosa,NA,NA
Cassigerinella chipolensis,735270,Cassigerinella chipolensis,NA,NA
Globanomalina compressa,735271,Globanomalina compressa,NA,NA
Globanomalina wilcoxensis,735272,Globanomalina wilcoxensis,NA,NA
Pseudohastigerina micra,735273,Pseudohastigerina micra,NA,NA
Hantkenina alabamensis,735274,Hantkenina alabamensis,NA,NA
Hantkenina australis,735275,Hantkenina australis,NA,NA
Chiloguembelina crinita,735276,Chiloguembelina crinita,NA,NA
Chiloguembelina cubensis,735277,Chiloguembelina cubensis,NA,NA
Chiloguembelina waiparaensis,735281,Chiloguembelina waiparaensis,NA,NA
Zeauvigerina aff. parri,735283,Zeauvigerina parri,NA,NA
Zeauvigerina parri,735283,Zeauvigerina parri,NA,NA
Guembelitria cretacea,735286,Guembelitria cretacea,NA,NA
Guembelitria triseriata,735288,Guembelitria triseriata,NA,NA
Heterohelix glabrans,735290,Heterohelix glabrans,NA,NA
Heterohelix globulosa,735291,Heterohelix globulosa,NA,NA
Heterohelix navarroensis,735292,Heterohelix navarroensis,NA,NA
Heterohelix pulchra,735293,Heterohelix pulchra,NA,NA
Heterohelix punctulata,735294,Heterohelix punctulata,NA,NA
Heterohelix striata,735295,Heterohelix striata,NA,NA
Pseudotextularia deformis,735296,Pseudotextularia deformis,NA,NA
Pseudotextularia elegans,735297,Pseudotextularia elegans,NA,NA
Globigerinelloides messinae,735298,Globigerinelloides messinae,NA,NA
Globigerinelloides volutus,735301,Globigerinelloides volutus,NA,NA
Hedbergella delrioensis,735302,Hedbergella delrioensis,NA,NA
Hedbergella holmdelensis,735303,Hedbergella holmdelensis,NA,NA
Hedbergella monmouthensis,735305,Hedbergella monmouthensis,NA,NA
Hedbergella planispira,735306,Hedbergella planispira,NA,NA
Hedbergella sliteri,735307,Hedbergella sliteri,NA,NA
Whiteinella brittonensis,735309,Whiteinella brittonensis,NA,NA
Bolivina incrassata,735315,Bolivina incrassata,NA,NA
Bolivinoides delicatulus,735341,Bolivinoides delicatulus,NA,NA
Buliminella grata,735354,Buliminella grata,NA,NA
Bulimina midwayensis,735360,Bulimina midwayensis,NA,NA
Rectuvigerina postprandia,735389,Rectuvigerina postprandia,NA,NA
Uvigerina cf. miozea,735429,Uvigerina miozea,NA,NA
Nodosarella subnodosa,735467,Nodosarella subnodosa,NA,NA
Nuttallides truempyi,735493,Nuttallides truempyi,NA,NA
Chilostomella cf. czizeki,735509,Chilostomella czizeki,NA,NA
Gavelinella beccariiformis,735514,Gavelinella beccariiformis,NA,NA
Gyroidinoides girardana,735524,Gyroidinoides girardana,NA,NA
Anomalinoides alazanensis,735543,Anomalinoides alazanensis,NA,NA
Anomalinoides nobilis,735553,Anomalinoides nobilis,NA,NA
Anomalinoides pinguiglabra,735556,Anomalinoides pinguiglaber,NA,NA
Osangularia plummerae,735567,Osangularia plummerae,NA,NA
Quadrimorphina allomorphinoides,735568,Quadrimorphina allomorphinoides,NA,NA
Quadrimorphina cf. allomorphinoides,735568,Quadrimorphina allomorphinoides,NA,NA
Cancris laevinflatus,735574,Cancris laevinflatus,NA,NA
Eponides bollii,735582,Eponides bollii,NA,NA
Pullenia coryelli,735643,Pullenia coryelli,NA,NA
Heterostegina borneensis,735649,Heterostegina borneensis,NA,NA
Cibicides cf. thiara,735679,Cibicides thiara,NA,NA
Cibicides whitei,735686,Cibicides whitei,NA,NA
Victoriella conoidea,735693,Victoriella conoidea,NA,NA
Globigerina cf. ciperoensis,735749,Globigerina ciperoensis,NA,NA
Globigerina ciperoensis,735749,Globigerina ciperoensis,NA,NA
Bolivinopsis cubensis,735805,Bolivinopsis cubensis,NA,NA
Cibicides cf. mundulus,735808,Cibicides mundulus,NA,NA
Cibicides mundulus,735808,Cibicides mundulus,NA,NA
Globanomalina micra,735846,Globanomalina micra,NA,NA
Cibicides scaldisiensis,736520,Cibicides scaldisiensis,NA,NA
Globobulimina cf. pupoides,736613,Globobulimina pupoides,NA,NA
Globobulimina pupoides,736613,Globobulimina pupoides,NA,NA
Globobulimina pyrula,736617,Globobulimina pyrula,NA,NA
Pseudopolymorphina ovalis,736624,Pseudopolymorphina ovalis,NA,NA
Heterolepa dutemplei,736640,Heterolepa dutemplei,NA,NA
Melonis parkerae,736685,Melonis parkerae,NA,NA
Dentalina soluta,736693,Dentalina soluta,NA,NA
Siphotextularia catenata,736792,Siphotextularia catenata,NA,NA
Ammopalmula sp.,737704,Ammopalmula,NA,NA
Praecystammina sp.,737733,Praecystammina,NA,NA
Dentalina trondheimensis,737762,Dentalina trondheimensis,NA,NA
Textulariopsis sp.,737932,Textulariopsis,NA,NA
Praedorothia sp.,738110,Praedorothia,NA,NA
Verneuilinoides sp.,738124,Verneuilinoides,NA,NA
Cibicides umbonatus,740456,Cibicides umbonatus,NA,NA
Entzia macrescens,742429,Entzia macrescens,NA,NA
Cribroelphidium selseyense,754247,Cribroelphidium selseyense,NA,NA
Tetragonostomina rhombiformis,757530,Tetragonostomina rhombiformis,NA,NA
Polymorphina charlottensis,760044,Polymorphina charlottensis,NA,NA
Ceratobulimina contraria,760694,Ceratobulimina contraria,NA,NA
Globanomalina praepumilio,760718,Globanomalina praepumilio,NA,NA
Clavatorella bermudezi,760719,Clavatorella bermudezi,NA,NA
Hastigerinella bermudezi,760720,Hastigerinella bermudezi,NA,NA
Truncorotalia truncatulinoides,760721,Truncorotalia truncatulinoides,NA,NA
Truncorotalia truncatulinoides dextral,760721,Truncorotalia truncatulinoides,NA,NA
Truncorotalia truncatulinoides sinistral,760721,Truncorotalia truncatulinoides,NA,NA
Globorotalia cf. gemma,760722,Globorotalia gemma,NA,NA
Globorotalia gemma,760722,Globorotalia gemma,NA,NA
Globigerinita naparimaensis,760723,Globigerinita naparimaensis,NA,NA
Creseis acicula acicula,761009,Creseis acicula acicula,NA,NA
Uvigerina compressa,761304,Uvigerina compressa,NA,NA
Cassidella tegulata,761306,Cassidella tegulata,NA,NA
Epistominella pulchella,761687,Epistominella pulchella,NA,NA
Cibicidina walli,761818,Cibicidina walli,NA,NA
Chilostomellina fimbriata,761931,Chilostomellina fimbriata,NA,NA
Alabamina wilcoxensis,761993,Alabamina wilcoxensis,NA,NA
Guttulina pacifica,763353,Guttulina pacifica,NA,NA
Tenuitellinata sp.,763802,Tenuitellinata,NA,NA
Tenuitellinata angustiumbilicata,763803,Tenuitellinata angustiumbilicata,NA,NA
Tenuitellinata cf. angustiumbilicata,763803,Tenuitellinata angustiumbilicata,NA,NA
Tenuitellinata juvenilis,763804,Tenuitellinata juvenilis,NA,NA
Globigerina angustiumbilicata,763805,Globigerina angustiumbilicata,NA,NA
Epistominella tamana,763869,Epistominella tamana,NA,NA
Valvulineria inflata,763892,Valvulineria inflata,NA,NA
Cassidulina cushmani,764008,Cassidulina cushmani,NA,NA
Cassidulina limbata,764015,Cassidulina limbata,NA,NA
Cassidulina lomitensis,764018,Cassidulina lomitensis,NA,NA
Cassidulina tortuosa,764031,Cassidulina tortuosa,NA,NA
Cassidulina translucens,764032,Cassidulina translucens,NA,NA
Cibicides mckannai,764210,Cibicides mckannai,NA,NA
Saccamminoides sp.,767321,Saccamminoides,NA,NA
Grinioneis sp.,771254,Grinioneis,NA,NA
Austroaurila rugosa,774207,Austroaurila rugosa,NA,NA
Caudites tankardi,777423,Caudites tankardi,NA,NA
Cytherella namibensis,780185,Cytherella namibensis,NA,NA
Cytherelloidea compuncta,780476,Cytherelloidea compuncta,NA,NA
Cytheromorpha milleri,781330,NA,NA,NA
Cytherura cf. siesseri,781782,Cytherura siesseri,NA,NA
Hemicytherura petheri,785029,Hemicytherura petheri,NA,NA
Kangarina sola,786173,Kangarina sola,NA,NA
Meridionalicythere petricola,788948,Meridionalicythere petricola,NA,NA
Neocaudites osseus,789871,Neocaudites osseus,NA,NA
Neocytherideis boomeri,789975,Neocytherideis boomeri,NA,NA
Palmoconcha peterseni,791132,NA,NA,NA
Paradoxostoma luederitzense,791548,Paradoxostoma luederitzense,NA,NA
Paranesidea verlorevleiensis,791758,Paranesidea verlorevleiensis,NA,NA
Ambostracon flabellicostata,798964,Ambostracon flabellicostata,NA,NA
Ammonia japonica,812746,Ammonia japonica,NA,NA
Trifarina cf. kokozuraensis,814766,Trifarina kokozuraensis,NA,NA
Trifarina kokozuraensis,814766,Trifarina kokozuraensis,NA,NA
Bolivina spissa,814781,Bolivina spissa,NA,NA
Bulimina tenuata,814809,Bulimina tenuata,NA,NA
Cassidulina californica,814815,Cassidulina californica,NA,NA
Cassidulina japonica,814817,Cassidulina japonica,NA,NA
Cassidulina depressa,814820,Cassidulina depressa,NA,NA
Cassidulina yabei,814824,Cassidulina yabei,NA,NA
Elphidium hanzawai,814857,Elphidium hanzawai,NA,NA
Elphidium subincertum,814860,Elphidium subincertum,NA,NA
Hopkinsina wakimotoensis,814933,Hopkinsina wakimotoensis,NA,NA
Loxostomum bradyi,814942,Loxostomum bradyi,NA,NA
Miliammina echigoensis,815185,Miliammina echigoensis,NA,NA
Quinqueloculina dainitiensis,815223,Quinqueloculina dainitiensis,NA,NA
Valvulineria sadonica,815245,Valvulineria sadonica,NA,NA
Epistominella nipponica,815247,Epistominella nipponica,NA,NA
Gyroidina nipponica,815365,Gyroidina nipponica,NA,NA
Gaudryina arenaria,815450,Gaudryina arenaria,NA,NA
Islandiella californica,815665,Islandiella californica,NA,NA
Islandiella cf. californica,815665,Islandiella californica,NA,NA
Pseudoglandulina laevigata,815746,Pseudoglandulina laevigata,NA,NA
Uvigerina yabei,816029,Uvigerina yabei,NA,NA
Spirosigmoilinella cf. compressa,816034,Spirosigmoilinella compressa,NA,NA
Spirosigmoilinella compressa,816034,Spirosigmoilinella compressa,NA,NA
Parafissurina subcarinata,816040,Parafissurina subcarinata,NA,NA
Parafissurina cf. tasmanica,816044,Parafissurina tasmanica,NA,NA
Fissurina agassizi,816062,Fissurina agassizi,NA,NA
Elphidium batialis,816064,Elphidium batialis,NA,NA
Bulimina denudata,816068,Bulimina denudata,NA,NA
Bolivina humilis,816071,Bolivina humilis,NA,NA
Eilohedra rotunda,816205,Eilohedra rotunda,NA,NA
Fissurina cf. exsculpta,816209,Fissurina exsculpta,NA,NA
Cribroelphidium reticulosum,816755,Cribroelphidium reticulosum,NA,NA
Eoglobigerina eobulloides,816764,Eoglobigerina eobulloides,NA,NA
Laeviheterohelix pulchra,816874,Laeviheterohelix pulchra,NA,NA
Gyroidina subplanulata,817509,Gyroidina subplanulata,NA,NA
Fasciolites sp.,823764,Fasciolites,NA,NA
Globigerinita bradyi,828213,Globigerinita bradyi,NA,NA
Turborotalia cristata,828225,Turborotalia cristata,NA,NA
Turborotalia quinqueloba,828227,Turborotalia quinqueloba,NA,NA
Biorbulina sp.,828229,Biorbulina,NA,NA
Lagenammina lagenaria,828234,Lagenammina lagenaria,NA,NA
Pelosina complanata,828362,Pelosina complanata,NA,NA
Bulimina spinescens,828365,Bulimina spinescens,NA,NA
Globigerinita boweni,828367,Globigerinita boweni,NA,NA
Fissurina bisulcata,828369,Fissurina bisulcata,NA,NA
Fissurina solida,828408,Fissurina solida,NA,NA
Anomalina aragonensis,828435,Anomalina aragonensis,NA,NA
Elphidiella hannai,829301,Elphidiella hannai,NA,NA
Cassidulina sp.,834254,Cassidulina,NA,NA
Cassidulina spp.,834254,Cassidulina,NA,NA
Algidasphaeridium minutum var. minutum,835692,Algidasphaeridium minutum var. minutum,NA,NA
Operculodinium centrocarpum,835694,Operculodinium centrocarpum,NA,NA
Selenopemphix nephroides,838775,Selenopemphix nephroides,NA,NA
Islandinium minutum var. minutum,839799,Islandinium minutum,NA,NA
Selenopemphix undulata,840513,Selenopemphix undulata,NA,NA
Stelladinium stellatum,844789,Stelladinium stellatum,NA,NA
Pyxidinopsis reticulata,845955,Pyxidinopsis reticulata,NA,NA
Trochoelphidiella sp.,848688,Trochoelphidiella,NA,NA
Palaeonummulites sp.,848829,Palaeonummulites,NA,NA
Gyroidina gemma,848916,Gyroidina gemma,NA,NA
Globorotalia neoflexuosa,848985,Globorotalia neoflexuosa,NA,NA
Cassidulinoides cf. chapmani,849271,Cassidulinoides chapmani,NA,NA
Verneuilinulla advena,849662,Verneuilinulla advena,NA,NA
Epistominella pacifica,849701,Epistominella pacifica,NA,NA
Ammonia convexidorsa,850209,Ammonia convexidorsa,NA,NA
Gaudryina inflata,850233,Gaudryina inflata,NA,NA
Bolivinoides delicatula,850322,Bolivinoides delicatula,NA,NA
Gaudryina pyramidata,850346,Gaudryina pyramidata,NA,NA
Gaudryina laevigata,850348,Gaudryina laevigata,NA,NA
Paratrochammina haynesi,851629,Paratrochammina (Paratrochammina) haynesi,NA,NA
Brizalina argentea,852155,Brizalina argentea,NA,NA
Globocassidulina setanaensis,852166,Globocassidulina setanaensis,NA,NA
Melonis nicobarensis,852171,Melonis nicobarensis,NA,NA
Epistominella smithi,862706,Epistominella smithi,NA,NA
Fursenkoina cornuta,862715,Fursenkoina cornuta,NA,NA
Hanzawaia mexicana,862716,Hanzawaia mexicana,NA,NA
Nonionella basispinata,862719,Nonionella basispinata,NA,NA
Uvigerina juncea,862721,Uvigerina juncea,NA,NA
Compositae,867905,Compositae,NA,NA
Dicarinella sp.,887435,Dicarinella,NA,NA
Bolivina alazanensis,894889,Bolivina alazanensis,NA,NA
Globoquadrina asanoi,895894,Globoquadrina asanoi,NA,NA
Globigerina atlantisae,896065,Globigerina atlantisae,NA,NA
Pulvinulinella atlantisae,896066,Pulvinulinella atlantisae,NA,NA
Globorotalia crotonensis,899935,Globorotalia crotonensis,NA,NA
Vaginulina denudata,900945,Vaginulina denudata,NA,NA
Lenticulina eichenbergi,901958,Lenticulina eichenbergi,NA,NA
Globotruncana esnehensis,902602,Globotruncana esnehensis,NA,NA
Biloculinella fragilis,903602,Biloculinella fragilis,NA,NA
Globigerina globularis,904529,Globigerina globularis,NA,NA
Spiroloculina henbesti,905723,Spiroloculina henbesti,NA,NA
Globoconella panda,906302,Globorotalia ichinosekiensis,NA,NA
Globorotalia cf. ichinosekiensis,906302,Globorotalia ichinosekiensis,NA,NA
Globoconella cf. conoidea,907483,Globorotalia iwaiensis,NA,NA
Globoconella conoidea,907483,Globorotalia iwaiensis,NA,NA
Trochammina labiosa,908472,Trochammina labiosa,NA,NA
Globotruncana lapparenti,908830,Globotruncana lapparenti,NA,NA
Assilina leymeriei,909226,Assilina leymeriei,NA,NA
Globorotalia merotumida,910825,Globorotalia merotumida,NA,NA
Bolivina midwayensis,911012,Bolivina midwayensis,NA,NA
Turborotalia nigriniae,912432,Turborotalia nigriniae,NA,NA
Robulus nuttalli,912837,Robulus nuttalli,NA,NA
Textularia pala,914020,Textularia pala,NA,NA
Astacolus parallelus,914296,Cristellaria parallela,NA,NA
Nummulites partschi,914470,Nummulites partschi,NA,NA
Gyroidina parva,914500,Gyroidina parva,NA,NA
Astacolus calliopsis,915014,Cristellaria perobliqua,NA,NA
Alveolophragmium polarensis,915698,Alveolophragmium polarensis,NA,NA
Stensioeina pommerana,915844,Stensioeina pommerana,NA,NA
Globigerina primitiva,916282,Globigerina primitiva,NA,NA
Gaudryina pseudocollinsi,916636,Gaudryina pseudocollinsi,NA,NA
Pseudogloborotalia ranikotensis,917569,Pseudogloborotalia ranikotensis,NA,NA
Rugoglobigerina reicheli,917837,Rugoglobigerina reicheli,NA,NA
Globorotalia saheliana,918820,Globorotalia saheliana,NA,NA
Bulimina semicostata,919416,Bulimina semicostata,NA,NA
Hedbergella sigali,919848,Hedbergella sigali,NA,NA
Hantkenina suprasuturalis,921982,Hantkenina suprasuturalis,NA,NA
Globorotalia cf. suterae,921993,Globorotalia suterae,NA,NA
Globorotalia suterae,921993,Globorotalia suterae,NA,NA
Cyclammina cf. tani,922168,Cyclammina tani,NA,NA
Miogypsinoides ubaghsi,923820,Miogypsinoides ubaghsi,NA,NA
Turborotalia vincentae,924622,Turborotalia vincentae,NA,NA
Globorotalia cultrata,926313,Globorotalia (Globorotalia) cultrata,NA,NA
Globigerinoides subquadratus,926915,Globigerinoides subquadratus,NA,NA
Lagena hauteriviana,928976,Lagena hauteriviana subsp. hauteriviana,NA,NA
Buccella mansfieldi,932758,Buccella mansfieldi,NA,NA
Cibicidoides lobatulus,988323,Cibicidoides lobatulus,NA,NA
Cetraria islandica,988974,Cetraria islandica,NA,NA
Pseudohastigerina wilcoxensis,989333,Pseudohastigerina wilcoxensis,NA,NA
Reticulophragmium rotundidorsatum,992590,Reticulophragmium rotundidorsatum,NA,NA
Globigerinatheka semiinvoluta,993519,Globigerinatheka semiinvoluta,NA,NA
Psammosiphonella discreta,993559,Psammosiphonella discreta,NA,NA
Globigerinella radians,993793,Globigerinella radians,NA,NA
Sigmoilina umbonata,994157,Sigmoilina umbonata,NA,NA
Parafissurina ovata,1005373,Parafissurina ovata,NA,NA
Cribroelphidium williamsoni,1026169,Cribroelphidium williamsoni,NA,NA
Paragloborotalia incognita,1026280,Paragloborotalia incognita,NA,NA
Trilobatus sacculifer,1026286,Trilobatus sacculifer,NA,NA
"Trilobatus sacculifer, shell, weight",1026286,Trilobatus sacculifer,NA,NA
"Trilobatus sacculifer, shell, weight, standard deviation",1026286,Trilobatus sacculifer,NA,NA
Dentigloborotalia anfracta,1026357,Dentigloborotalia anfracta,NA,NA
"Dentigloborotalia anfracta, shell, weight",1026357,Dentigloborotalia anfracta,NA,NA
"Dentigloborotalia anfracta, shell, weight, standard deviation",1026357,Dentigloborotalia anfracta,NA,NA
Globorotalia pachytheca,1026402,Globorotalia pachytheca,NA,NA
Globoconella cf. inflata,1026410,Globoconella inflata,NA,NA
Globoconella inflata,1026410,Globoconella inflata,NA,NA
Globorotaloides hexagonus,1026605,Globorotaloides hexagonus,NA,NA
Trilobatus trilobus,1027267,Trilobatus trilobus,NA,NA
Trilobatus primordius,1027276,Trilobatus primordius,NA,NA
Subbotina cancellata,1035136,Subbotina cancellata,NA,NA
Blowiella solida,1037755,Blowiella solida,NA,NA
Cassigerinella martinezpicoi,1038772,Cassigerinella martinezpicoi,NA,NA
Pararotalia byramensis,1038784,Pararotalia byramensis,NA,NA
Glomospira variabilis,1038803,Glomospira variabilis,NA,NA
Reophax helveticus,1038810,Reophax helveticus,NA,NA
Reophax pilulifer,1039012,Reophax pilulifer,NA,NA
Recurvoides trochamminiformis,1039525,Recurvoides trochamminiformis,NA,NA
Fohsella fohsi,1047805,Fohsella fohsi,NA,NA
Fohsella lobata,1047806,Fohsella lobata,NA,NA
Fohsella robusta,1047807,Fohsella robusta,NA,NA
Fohsella praefohsi,1047809,Fohsella praefohsi,NA,NA
Glomospirella gaultina,1292535,Glomospirella gaultina,NA,NA
Karreriella subglabra,1296138,Karreriella subglabra,NA,NA
Bolivinoides cf. miliaris,1318780,Bolivinoides miliaris,NA,NA
Bolivinoides miliaris,1318780,Bolivinoides miliaris,NA,NA
Bolivinoides australis,1318783,Bolivinoides australis,NA,NA
Scrippsiella acuminata,1321853,Scrippsiella acuminata,NA,NA
Acritarcha,1340068,Acritarcha,NA,NA
